,Switch procurement world market ventilator,Switch direct tender ventilators,Switch innovation process ventilator,Switch loaning ventilators,Switch domestic production ventilators,Time to check products,Shipment time to hospitals,Order buffer procurement world market vent,Order buffer direct tender vent,Order buffer domestic production,Order buffer innovation,Time to establish loaning process,Time horizon for forecast,Urgentness,Initial ventilators in stockpile,Government support 
0,1,1,0,1,1,1.0091391920000001,1.0000692979999999,2.8941579710000003,1.5554916380000001,1.946277223,2.854519673,7.133565342000001,26.69454055,3.874732302,9142.388439,0.085846779
